id,text,polarization,text_en
hin_4817dc8f29f8414c297da98d7c8bbc6b,"फडणवीस सरकार के इस फैसले के खिलाफ खुलकर खड़े हो गए रामदास आठवले, बोले- ये गलत केंद्रीय मंत्री रामदास आठवले ने ‘‘लव जिहाद’’ को रोकने के लिए महाराष्ट्र सरकार के कानून का मसौदा तैयार करने के कदम का रविवार को विरोध किया. महाराष्ट्र सरकार ने सरकारी संकल्प जारी किया है जिसमें कहा गया है कि पुलिस…",1,"Ramavis stood out against this decision of the government, they said."
hin_78037d56e902984f73d79d76615b82e6,"चार मुस्लिम लड़के पांच हिन्दू लड़कियों के साथ कर रहे अश्लीलता, सीसीटीवी फुटेज हुई वायरल; लव जिहाद की आशंका Uttar Pradesh News: आगरा जिले के थाना रकाबगंज क्षेत्र से एक बेहद शर्मनाक और चौंकाने वाला मामला सामने आया है। सोशल मीडिया पर एक CCTV फुटेज वायरल हो रही है, जिसमें देखा जा सकता है कि चार…",1,"Four Muslim boys doing five Hindu girls with sex, CC TV footage; the fear of winning is due to a very shameful and shocking case from the observatory region of the observatory; a social media on the media, which has been watching four..."
hin_065c258f71f8ff7db99e65dda428308d,"नाइजीरिया में फूटा ISI का भांडा, सेना के हत्",1,"Munda ISI'S MISa in Nigeria, Houst of the Army"
hin_654555f2774587a31692f42aea66c297,"Radhika Yadav: राधिका यादव की बेस्ट फ्रेंड ने खोल दी हत्यारे पिता की पोल, लव जिहाद का किया जिक्र टेनिस प्लेयर राधिका यादव की गुरुग्राम में उसके घर के अंदर ही हत्या कर दी गई. गोली चलाने वाला और कोई नहीं बल्कि उसका पिता दीपक यादव था. दीपक अभी न्यायिक हिरासत में है और उसने पुलिस को यह खौफनाक कदम…",1,"Radika Ydi's husband, Gorv, opened the bar of Radi's bloody father's goose, Love-to-work was killed inside his house in the middle of the playwright memory. And no one was gonna shoot him, but his father remembered the lamp. The lamp is still in judicial arrest and the police take it into action..."
hin_216b5c17031b52e7ce2270bf2e139752,मध्य प्रदेश: भोपाल में मुस्लिम जिम ट्रेनर्स की रोज़ी-रोटी पर हिन्दू संगठनों का हमला। भोपाल में कुछ हिंदू संगठनों द्वारा कथित 'जिम जिहाद' के खिलाफ अभियान चलाया जा रहा है। सोमवार सुबह बजरंग दल के जिला संयोजक कमल और सह-संयोजक प्रशांत सिंह पटेल के नेतृत्व में कार्यकर्ताओं ने अयोध्या नगर स्थित एक जिम में पहुंचकर वहां कार्यरत मुस्लिम जिम ट्रेनर्स के खिलाफ आपत्ति जताई।,1,"In the central part of the province: An attack on Hindu organizations on the sustenance of Muslim Jim trains is being campaigned against some Hindu organizations in the House. On Monday morning, the Gym's Gym band and the co-ciscopios guide to the Pacific Ocean arrived at the city of Jima, where they came up against the Muslim train."
hin_4b445a5f006b1d7a5d95483bbc1edd27,"ऑस्ट्रेलिया को एक और झटका, स्टीव स्मिथ ने लिया वनडे से संन्यास ऑस्ट्रेलिया को एक और झटका, स्टीव स्मिथ ने लिया वनडे से संन्यास",0,"Another blow to Australia, Steve Smith took to Australia a second blow from the forest to the Johns, Steve Smith"
hin_165d44aebd49bf4aeed9fb7361ec7281,#ZeeNews Breaking News: बारामूला सांसद इंजीनियर राशिद को बड़ा झटका! | Baramulla MP Engineer | Rashid Breaking News: बारामूला सांसद इंजीनियर राशिद को बड़ा झटका! | Baramulla MP Engineer | Rashid #breakingnews #baramulla #rashid बारामूला सांसद इंजीनियर राशिद को झटका। पटियाला हाउस कोर्ट ने जमानत खारिज…,1,#Zeer's Bridgeing News: What a shock the Bariian engineer is!
hin_57f08ab97475961a101f91efcb19987c,"#ZeeNews Pakistan Massive Crisis LIVE Update : FATF से बड़ा झटका, हाफिज-मसूद होगी फांसी?| PIA | Breaking Pakistan Massive Crisis LIVE Update : FATF से बड़ा झटका, हाफिज-मसूद होगी फांसी?| PIA | Breaking Pakistan Massive Crisis LIVE Update : FATF से बड़ा झटका, हाफिज-मसूद होगी फांसी?| PIA | Breaking…",1,#Zenews PVIX CIX: A great blow from FATF will be hanged?
hin_a68f2e50cf285f6267a5972f72654a7e,#ZeeNews Lahore Train Accident LIVE: लाहौर में भीषण ट्रेन हादसा! चीन का बड़ा झटका! | China | Pakistan Lahore Train Accident LIVE: लाहौर में भीषण ट्रेन हादसा! चीन का बड़ा झटका! | China | Pakistan Lahore Train Accident LIVE: लाहौर में भीषण ट्रेन हादसा! चीन का बड़ा झटका! | China | Pakistan #breakingnews…,0,#Zeilles Labein Acced IVE: The terrible train accident in Lahore! China's big shock!
hin_6d33d2a0c7c761c40ab248c634a04564,"#ZeeNews Doval Big Action on Trump Tariff LIVE: रूस में डोभाल का मास्टरस्ट्रोक ट्रंप को झटका, हिला अमेरिका! Doval Big Action on Trump Tariff LIVE: रूस में डोभाल का मास्टरस्ट्रोक ट्रंप को झटका, हिला अमेरिका! Doval Big Action on Trump Tariff LIVE: रूस में डोभाल का मास्टरस्ट्रोक ट्रंप को झटका, हिला…",1,"#Zeand's Invendent on Trzef LIFE: Blowing dot's master-teacher Trump in Russia, moving America!"
hin_b267816227b342bb33cd05caec3bc21b,#ZeeNews Kawad Yatra 2025 Updates: हरिद्वार में कांवड़ियों को बड़ा झटका! लगी बड़ी रोक! | Breaking News Kawad Yatra 2025 Updates: हरिद्वार में कांवड़ियों को बड़ा झटका! लगी बड़ी रोक! | Breaking News #kawadyatra #djbaninharidwar #haridwardjban Kawad Yatra 2025 Updates: हरिद्वार में कांवड़ियों को बड़ा झटका!…,1,#Zenews Kadad Yaaux 2025: A great shock to the cells at every door!
hin_eac01249859ce26f69789436d648f6f0,"#ZeeNews Pakistan PIA Breaking: कंगाल पाकिस्तान को लगा तगड़ा झटका, PIA की नीलामी! | Shehbaz Sharif | Airlines Pakistan PIA Breaking: कंगाल पाकिस्तान को लगा तगड़ा झटका, PIA की नीलामी! | Shehbaz Sharif | Airlines Pakistan PIA Breaking: कंगाल पाकिस्तान को लगा तगड़ा झटका, PIA की नीलामी! | Shehbaz…",1,#Zepares Prebing: Poor Pakistan · Global Voices
hin_14cad7dc83d93881702cd87b266a5eaa,#ZeeNews Israel Action On India Trump Tariff LIVE Update : ट्रंप को अरबों का झटका! इजरायल ने पलटा गेम!| Israel Action On India Trump Tariff LIVE Update : ट्रंप को अरबों का झटका! इजरायल ने पलटा गेम!| Israel Action On India Trump Tariff LIVE Update : ट्रंप को अरबों का झटका! इजरायल ने पलटा गेम!|…,1,"#Zele Israel Watch Tower Society's Watch Tower Bible and Tract Society of New York, Inc."
hin_2b29dd7b64647c3d1f48658abd8f3f45,"#ZeeNews Dollar Drop Breaking News LIVE : डॉलर को बड़ा झटका, चौंक गया अमेरिका!| Trump | BRICS 2025 | Tariff Dollar Drop Breaking News LIVE : डॉलर को बड़ा झटका, चौंक गया अमेरिका!| Trump | BRICS 2025 | Tariff Dollar Drop Breaking News LIVE : डॉलर को बड़ा झटका, चौंक गया अमेरिका!| Trump | BRICS 2025 |…",1,"#Zeilles Dörring New York News: Dollar To the U.S.A., a big shock!"
hin_7557e87049ee856a9c7c4a31bd6581dd,#ZeeNews Pakistan Biggest Scam With America LIVE: पाकिस्तान ने ट्रंप को दिया तगड़ा झटका? अमेरिका में हड़कंप! Pakistan Biggest Scam With America LIVE: पाकिस्तान ने ट्रंप को दिया तगड़ा झटका? अमेरिका में हड़कंप! Pakistan Biggest Scam With America LIVE: पाकिस्तान ने ट्रंप को दिया तगड़ा झटका? अमेरिका…,1,#Zenews Plugest Scam with the IVE: Pakistan has hit the poll?
hin_5a0ab3739ef64030805cecec9283ada8,#ZeeNews Meat Shops Ban: नॉनवेज बेचने वालों को बड़ा झटका! | Delhi Government | Breaking News | Sawan Meat Shops Ban: नॉनवेज बेचने वालों को बड़ा झटका! | Delhi Government | Breaking News | Sawan #meatshop #banonmeatshop #sawan Meat Shops Ban: नॉनवेज बेचने वालों को बड़ा झटका! कांवड़ यात्रा को लेकर दिल्ली…,1,#Zeander Mets Bonan: Great shock to those who sell company!
hin_bb5cabcebe36b5e2846aa6c7ee99de6f,"Canada Massive Action On Pakistan LIVE: पाकिस्तान को तगड़ा झटका, अब कनाडा ने मारा ‘थप्पड़’? #ZeeNews Canada Massive Action On Pakistan LIVE: पाकिस्तान को तगड़ा झटका, अब कनाडा ने मारा 'थप्पड़'? Canada Massive Action On Pakistan LIVE: पाकिस्तान को तगड़ा झटका, अब कनाडा ने मारा 'थप्पड़'? #Breakingnews…",1,"Canada Maste International ON PlVAIE: A shock to Pakistan, now Canada hits Pakistan? #Z.M.A.A.A.A.A.A.A.A.A.A.I.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A.A."
hin_c4d7859b37e6084cecacfbc58673919b,#ZeeNews China Big Action Against Pakistan LIVE : चीन ने पाकिस्तान को दिया बड़ा झटका! भारत की जीत! Breaking China Big Action Against Pakistan LIVE : चीन ने पाकिस्तान को दिया बड़ा झटका! भारत की जीत! Breaking China Big Action Against Pakistan LIVE : चीन ने पाकिस्तान को दिया बड़ा झटका! भारत की जीत!…,1,#Zeander Chains Chain al-Agistrit LIVE: China gave Pakistan a big shock! India's victory!
hin_b1c6692d20d09634d8848ed9343dd32b,#ZeeNews Trump Massive Action On Pakistan Nuclear Bomb LIVE: पाकिस्तान को बड़ा झटका! ‘उड़ा’ डाले 130 परमाणु बम! Trump Massive Action On Pakistan Nuclear Bomb LIVE: पाकिस्तान को बड़ा झटका! 'उड़ा' डाले 130 परमाणु बम! Trump Massive Action On Pakistan Nuclear Bomb LIVE: ट्रंप का पाकिस्तान को बड़ा झटका!…,1,#Zenews Tweb on the moon of the moon: A great shock to Pakistan!
hin_700fba4b35409f87667895fa2eda0570,"Football फैंस को बड़ा झटका, रद्द हुआ Lionel Messi का केरल दौरा; छिड़ा विवाद",1,"The great shock to Fotbels, cancelled Lonel Mesei; heated argument"
hin_b98345f6206e338514ab87687c10e09b,#ZeeNews Pakistan Trump Deal Breaking News LIVE: पाकिस्तान से ट्रंप को बड़ा झटका! भारत में जश्न! | Breaking Pakistan Trump Deal Breaking News LIVE: पाकिस्तान से ट्रंप को बड़ा झटका! भारत में जश्न! | Breaking Pakistan Trump Deal Breaking News LIVE: पाकिस्तान से ट्रंप को बड़ा झटका! भारत में जश्न! |…,1,#Zenews Prebling New York News. IVEE: A great blow from Pakistan!
hin_741bd2bed0f2ae785d0dec97fdcc80bf,#ZeeNews Trump Big Loss LIVE: ट्रंप के लिए बुरी खबर! अमेरिका को 10000 हजार करोड़ का झटका! Trump Big Loss LIVE: ट्रंप के लिए बुरी खबर! अमेरिका को 10000 हजार करोड़ का झटका! Trump Big Loss LIVE: ट्रंप के लिए बुरी खबर! अमेरिका को 10000 हजार करोड़ का झटका! #breakingnews #america #trumptariffs About…,1,#Zeer's Trings Big Eyes LIE: Bad news for disturbance! U.S.A. 10000 million hit the U.S. johs L.I.I.E.: Bad news for Triads!
hin_f97eaa5c4690438ae9fdd5c3cc0d53a1,#ZeeNews Putin Big Action Against Pakistan LIVE : पाकिस्तान को रूस ने दिया बड़ा झटका! भारत की बड़ी जीत! Putin Big Action Against Pakistan LIVE : पाकिस्तान को रूस ने दिया बड़ा झटका! भारत की बड़ी जीत! Putin Big Action Against Pakistan LIVE : पाकिस्तान को रूस ने दिया बड़ा झटका! भारत की बड़ी जीत…,1,#Zeeto Publas Publithe Agist IVE: A big shock to Pakistan! India's Great Victory!
hin_2334cf36e894fcc72917aff703bf883b,"#ZeeNews Pakistan Massive Crisis LIVE Update : FATF से बड़ा झटका, हाफिज-मसूद होगी फांसी?| PIA | Shehbaz Pakistan Massive Crisis LIVE Update : FATF से बड़ा झटका, हाफिज-मसूद होगी फांसी?| PIA | Shehbaz Pakistan Massive Crisis LIVE Update : FATF से बड़ा झटका, हाफिज-मसूद होगी फांसी?| PIA | Shehbaz…",1,"#Zenews PIX CIXIEE: A great blow from FATF, Haffiz-Mood?"
hin_fe77ea27b5a4e5c94b5a07cf16d07e8a,#ZeeNews BRICS Summit 2025: BRICS में भारत की जीत! पाकिस्तान को बड़ा झटका! BRICS Summit 2025: BRICS में भारत की जीत! पाकिस्तान को बड़ा झटका! #bricssummit #pahalgamattack #pakistan BRICS Summit 2025: BRICS में भारत की जीत! पाकिस्तान को बड़ा झटका! ब्राजील के रियो डी जेनेरियो में आयोजित 17वें ब्रिक्स…,1,#Zeilles BRCS Summit 2025: India's victory in BRIC!
hin_4059e5e067654d81b8e41d35d52dbfa5,#ZeeBiharJharkhand Ashok Ram Join JDU: कांग्रेस को झटका देने पर क्या बोले अशोर राम ? Bihar Election 2025 Ashok Ram Join JDU: कांग्रेस को झटका देने पर क्या बोले अशोर राम ? Bihar Election 2025 Ashok Ram Join JDU: Bihar Assembly Election से पहले कांग्रेस पार्टी को बड़ा झटका लगा है...कांग्रेस के…,1,#Zebeebor Jekhharharhar alkad Ram Jinin: What was Ashor Rama 2025 Astrophy?
hin_41a48de153607e1dbf28296093afdbb2,"#ZeeNews Israel Action On India Trump Tariff LIVE Update: टैरिफ से ट्रंप का अरबों का झटका, चौंका भारत! Israel Action On India Trump Tariff LIVE Update: टैरिफ से ट्रंप का अरबों का झटका, चौंका भारत! Israel Action On India Trump Tariff LIVE Update : टैरिफ से ट्रंप का अरबों का झटका, इजरायल के एक्शन से…",1,"#Zele Israel Watch Tower Bible and Tract Society of New York, Inc."
hin_339fc945eee66994be106662e44a7c28,#ZeeNews Saif Ali khan : हाईकोर्ट से सैफ अली खान को बड़ा झटका! | Breaking News Saif Ali khan : हाईकोर्ट से सैफ अली खान को बड़ा झटका! | Breaking News #saifalikhan #mphighcourt #breakingnews बॉलीवुड एक्टर सैफ अली खान को हाईकोर्ट से बड़ा झटका लगा है. मध्य प्रदेश हाईकोर्ट ने उनकी भोपाल में मौजूद पटौदी…,1,#Ze
hin_785b2ae13eb10ee26a043bba739f96ba,"#ZeeNews India Pakistan Breaking News: मुनीर को भारत ने दिया एक और ‘झटका’, बड़ी साजिश नाकाम! India Pakistan Breaking News: मुनीर को भारत ने दिया एक और 'झटका', बड़ी साजिश नाकाम! India Pakistan Breaking News: मुनीर को भारत ने दिया एक और 'झटका', बड़ी साजिश नाकाम! 15 अगस्त को मुनीर की सेना अपनी नापाक…",1,"#Zenews Peary News: India gave India another site, big plot failure! India · Global Voices"
hin_b8f7f47eebe9e29a8871fa403ad37ca0,#ZeeNews America Losses Billion Rupees On Tariffs Live : ट्रंप के टैरिफ पर अमेरिका को 800 अरब का झटका! America Losses Billion Rupees On Tariffs Live : ट्रंप के टैरिफ पर अमेरिका को 800 अरब का झटका! America Losses Billion Rupees On Tariffs Live : ट्रंप के टैरिफ पर अमेरिका को 800 अरब का झटका!…,1,#Zeer's Enigres Rivers · Global Voices Andres Live: Trier's observatory will blow US 800 billion! . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .: . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
hin_784f0eb3858fca98b0d75970991f584e,"#ZeeNews Baloch Rebels Capture Pakistan Mastung City LIVE: पाकिस्तान को बड़ा झटका, इस शहर पर बलूचों का कब्जा! Baloch Rebels Capture Pakistan Mastung City LIVE: पाकिस्तान को बड़ा झटका, इस शहर पर बलूचों का कब्जा! बलूच लिबरेशन आर्मी ने एक बार फिर पाकिस्तानी सरकार और सेना को बड़ा झटका देते हुए मस्तुंग…",1,#Zethes Rebels Rebels-Baptt City IVE: A great blow to Pakistan!
hin_965bb92b6d5b0e307a42e0775b9d79fb,#ZeeNews Delhi HC Stays on Udaipur Files: दिल्ली HC से उदयपुर फाइल्स के निर्माताओं को बड़ा झटका| Breaking News Delhi HC Stays on Udaipur Files: दिल्ली HC से उदयपुर फाइल्स के निर्माताओं को बड़ा झटका| Breaking News Delhi HC Stays on Udaipur Files: दिल्ली HC से उदयपुर फाइल्स के निर्माताओं को बड़ा झटका|…,1,"#Ze New YorkHS on U.C.A.A.A.A.A.A.A.A.A. file: A big shock to the designers from Delhi HC.A., New York News HC.S.A., on the U.S.A.A."
hin_93c93c0491b17ecbd94b92f0392c2fd5,#ZeeNews #Shorts: अमेरिका से डील के बीच पाकिस्तान को भारत का बड़ा झटका! | Water Strike | Pakistan | Viral #Shorts: अमेरिका से डील के बीच पाकिस्तान को भारत का बड़ा झटका! | Water Strike | Pakistan | Viral #Shorts: अमेरिका से डील के बीच पाकिस्तान को भारत का बड़ा झटका! | Water Strike | Pakistan |…,1,#Zenews #2: A big shock of Pakistan between America and America!
hin_f7b669b6dfc42047097a23f3241991d3,"टीम इंडिया को चैंपियंस ट्रॉफी झटका क्योंकि स्टार ने नेट्स में घुटने पर मारा क्रिकेट समाचार दुबई में टीम के प्रशिक्षण सत्र के दौरान ऋषभ पंत ने अपने घुटने को झटका दिया।© एक्स (ट्विटर) भारत विकेटकीपर-बैटर ऋषभ पंत दुबई में टीम के प्रशिक्षण सत्र के दौरान अपने घुटने के लिए एक झटका लगा। यह बुधवार, 20…",1,"Team India's Champy Troffles, because star-shans hit its knees during the training session of the team in the Gypson, during the training session on the team's knee."
hin_7bae92e5e9e346df24f8e67240204ae7,#ZeeNews China Big Action On Pakistan LIVE: चीन ने दिया पाकिस्तान को बड़ा झटका! हिले शहबाज-मुनीर! | Khamenei China Big Action On Pakistan LIVE: चीन ने दिया पाकिस्तान को बड़ा झटका! हिले शहबाज-मुनीर! | Khamenei #china #pakistan #asimmunir चीन ने दिया पाकिस्तान को बड़ा झटका दे दिया है.. चीन ने…,1,#Zeer Chains Chain on April 13th IVE: China gave Pakistan a big shock!
hin_5cfcdfa4a02e81c77de5753dfb0f8761,#ZeeNews Breaking News: मोहम्मद शमी को कोर्ट से एक्स पत्नी को लेकर लगा बड़ा झटका | Mohammed Shami | Ex Wife Breaking News: मोहम्मद शमी को कोर्ट से एक्स पत्नी को लेकर लगा बड़ा झटका | Mohammed Shami | Ex Wife Breaking News: मोहम्मद शमी को कोर्ट से एक्स पत्नी को लेकर लगा बड़ा झटका | Mohammed Shami |…,0,#Zeer's Daily News: A big shock hit Camma from the Court and took her X-Emother's wife to the court.
hin_9c708b545633c782d80608f40a004015,"#ZeeNews Donad Trump Tariff On India LIVE : ट्रंप का भारत को बड़ा झटका, लगा दिया तगड़ा टैरिफ!| Breaking Donad Trump Tariff On India LIVE : ट्रंप का भारत को बड़ा झटका, लगा दिया तगड़ा टैरिफ!| Breaking अमेरिका ने भारत को बड़ा झटका दिया है... अमेरिका के राष्ट्रपति डोनाल्ड ट्रंप ने भारत पर 25 फीसदी…",1,#Ze this great shock of India on the Zed Day of India: Triad Brue · Global Voices On October 25th of the Middle Ages! Don't you think it's too late to hit India on the Indian Ocean!
hin_63c68f7aee80493f4139baf1d7893bee,#ZeeNews After India Tariff Trump Big Breaking Live : टैरिफ के बाद ट्रंप को एक और झटका! अमेरिका के उड़ाए होश! After India Tariff Trump Big Breaking Live : टैरिफ के बाद ट्रंप को एक और झटका! अमेरिका के उड़ाए होश! After India Tariff Trump Big Breaking Live : टैरिफ के बाद ट्रंप को एक और झटका! अमेरिका…,1,#Zele G.Z.P.A.W.A.A.A.A.A.A.A. BRC.E.: Another blow to the riot after TERROCHER!
hin_857ad090c05033c036e3e83d1d19aab6,"#ZeeNews Trump Tariff Attack On India LIVE: ट्रंप ने भारत को दिया तगड़ा झटका, करोड़ों के नुकसान पर बड़ी खबर! Trump Tariff Attack On India LIVE: ट्रंप ने भारत को दिया तगड़ा झटका, करोड़ों के नुकसान पर बड़ी खबर! Trump Tariff Attack On India LIVE: ट्रंप ने भारत को दिया तगड़ा झटका, करोड़ों के नुकसान पर…",1,"#Zethe Watch Tower Society's Watch Tower Bible and Tract Society of New York, Inc."
hin_fd10c53f6005a4a33a2f2f453a9178e3,#ZeeNews India Decision Against America : भारत की संसद से ट्रंप को बड़ा झटका! चेतावनी से अमेरिका में हड़कंप! India Decision Against America : भारत की संसद से ट्रंप को बड़ा झटका! चेतावनी से अमेरिका में हड़कंप! भारत की संसद से अमेरिका को झटका देने वाली खबर सामने आई है. दरअसल जापान के हिरोशिमा और…,1,#Zele Descension Agstinent Il: A great blow from India's Parliament!
hin_7168da872660649f1f411ac6f688180e,#ZeeNews Breaking News: ‘टैरिफ बम’.. अब Elon Musk ने दिया ट्रंप को बड़ा झटका! | Tesla Breaking News: 'टैरिफ बम'.. अब Elon Musk ने दिया ट्रंप को बड़ा झटका! | Tesla Breaking News: 'टैरिफ बम'.. अब Elon Musk ने दिया ट्रंप को बड़ा झटका!| Tesla एलन मस्क की टेस्ला कंपनी भारत में आज अपने दूसरे शोरूम का करेगी…,1,#Zenews Blank's New York News: The Guardian bomber's bomb. Now Elon McCock has a big shock to the tribulation!
hin_b8c72eb537966ee6dd1fce79c00f6f8f,"RBI MPC: रेपो रेट 5.5% पर स्थिर, क्या अमेरिकी टैरिफ भारत की अर्थव्यवस्था को झटका देंगे?",0,"RBI MPC: firmly fixed at RePE 5.5%, would American BURGEER shock India's economy?"
hin_b505edcd2f70a49f753728507b18d349,"सुप्रीम कोर्ट: हिमाचल को कड़छम-वांगतू परियोजना से मिलेगी 18% रॉयल्टी, JSW एनर्जी को लगा बड़ा झटका #News",1,"High Court: Iceberg will get 18% Royal American project, JSWNORD A big shock of #SW"
hin_05469dedbbd686d860de50f534534440,"‘ बुलडोझर राज ‘ ला सुप्रीम कोर्टाचा ब्रेक अन दहा लाख रुपये दंड , योगी आदित्यनाथ यांना झटका",1,"▪ Bullondojourt Rajvir la Supreme Court break no more than a million buck-up punishments, sum-up or fruits."
hin_a90a22bed0c37b7004faedc9cfcbe0d3,"Canada Massive Action On Pakistan LIVE: पाकिस्तान को तगड़ा झटका, अब कनाडा ने मारा ‘थप्पड़’? #ZeeNews #SouthAsiaNews #ZeeNewsHindi #ZeeMedia #BreakingNews #ZeeNewsLive #ZeeNewsUpdate Canada Massive Action On Pakistan LIVE: पाकिस्तान को तगड़ा झटका, अब कनाडा ने मारा 'थप्पड़'? Canada Massive Action On…",1,"Canada Maste International ON THE PlVAIE: A shock to Pakistan, now Canada beats itself? #Zelogues #ZEASASASASASIE #ZEZEZEZER #BILASIZE #BOLASILAND #BECHASILO'S REABOVODODASIE'S BABODODODODODODODOGE: A TRASTASTASTASTASTASTASTA TRASTASTASTASTASTASTASTASTASTA TRAS?"
hin_005d81492220840773cbd7c534b12194,#ZeeNews सुप्रीम कोर्ट से राहुल-तेजस्वी को बड़ा झटका! | SC Verdict on Bihar Voter list Revision| Breaking News सुप्रीम कोर्ट से राहुल-तेजस्वी को बड़ा झटका! | SC Verdict on Bihar Voter list Revision| Breaking News #biharvoterlist #supremecourt #breakingnews #verdict SC Verdict on Bihar Voter list…,1,#Ze New York from the Supreme Court a big shock to Rahul-t!
hin_b465dbfbb8c9fbeb9b7615d1bb39637a,"टीआरएफ आतंकी संगठन: अमेरिका ने की घोषणा, चीन ने दिया पाकिस्तान को लगा बड़ा झटका #News",1,"Trf terror organization: U.S.A., China · Global Voices"
hin_89e8990639394b4809bec926aa728bee,Internet TV: केबल ऑपरेटरों को बड़ा झटका! ये वजह!| Breaking News | | Cable TV | Hindi News | AIDCF #ZeeNews #SouthAsiaNews #ZeeNewsHindi #ZeeMedia #BreakingNews #ZeeNewsLive #ZeeNewsUpdate Internet TV: केबल ऑपरेटरों को बड़ा झटका! ये वजह!| Breaking News | | Cable TV | Hindi News | AIDCF केबल टीवी बंद…,1,Internet TV: A big shock to cable operators! This reason!
hin_81c282da0c6d3ff29a2c1b28c748dbc9,#ZeeNews 2006 मुंबई ट्रेन ब्लास्ट केस में हाईकोर्ट से बड़ा झटका! | Mumbai Train Blast Case | High Court| Hindi 2006 मुंबई ट्रेन ब्लास्ट केस में हाईकोर्ट से बड़ा झटका! | Mumbai Train Blast Case | High Court| Hindi #breakingnews #mumbaitrainblast #highcourt 2006 Mumbai Local Train Blasts Case: 2006…,1,#Jeander's 2006 Mumbai train is a big shock from the High Courtship!
hin_5c1578cd8668f08636701cc26acb19d2,#ZeeNews 2006 Mumbai Train Blast: हाईकोर्ट को सुप्रीम कोर्ट से बड़ा झटका! | Breaking News | HC | SC 2006 Mumbai Train Blast: हाईकोर्ट को सुप्रीम कोर्ट से बड़ा झटका! | Breaking News | HC | SC #2006mumbaitrainblast #mumbaitrainblast #highcourt 2006 Mumbai Train Blast मामले में बॉम्बे हाईकोर्ट को…,1,#Zekers 2006: High Court shocks High Court!
hin_5ef98e773035d94c5a5673c9ad781774,DNA: जल रहा अमेरिका…Trump को लगा दूसरा झटका! Los Angeles Protest | America Violence | Immigration #ZeeNews #SouthAsiaNews #ZeeNewsHindi #ZeeMedia #BreakingNews #ZeeNewsLive #ZeeNewsUpdate DNA: जल रहा अमेरिका...Trump को लगा दूसरा झटका! Los Angeles Protest | America Violence | Immigration भारत और…,1,DN: There's a second blow to the U.S. cryp! Los Astrophysics Ianzemigregation #Zeouts vandals #Zetoury #Zeurs van derZedia #Zedia #Zedia #Bethels:
hin_80247d1d8306eac7acaa48b3a2b20ed1,#ZeeNews Mukhtar Ansari News: मुख्तार अंसारी के परिवार को दोहरा झटका! हलचल तेज!| Breaking|Uttar Pradesh News Mukhtar Ansari News: मुख्तार अंसारी के परिवार को दोहरा झटका! हलचल तेज!| Breaking|Uttar Pradesh News #breakingnews #mukhtaransari #uttarpradesh 2020 में सरकार ने मुख्तार अंसारी की अवैध जमीन…,1,#Zeeer Mukartar News: Repeated shock to the family of Hang · Global Voices
hin_bf461a55152398239422654b02a20f85,#ZeeNews Case Against 29 South Stars: साउथ फिल्म इंडस्ट्री को बड़ा झटका! फंसे ये स्टार्स! | Vijay Deverakonda Case Against 29 South Stars: साउथ फिल्म इंडस्ट्री को बड़ा झटका! फंसे ये स्टार्स! | Vijay Deverakonda #southstars #vijaydevarakonda #breakingnews ED File Case Against 29 South Stars:…,1,#Zeenews Aginst: The South Shore of the Shores!
hin_1e600edc897fee13e684fe55f67f3916,#ZeeNews Breaking News: TMC को बड़ा झटका! हिल गया पूरा बंगाल! | Mamata Banerjee | West Bengal | Hindi News Breaking News: TMC को बड़ा झटका! हिल गया पूरा बंगाल! | Mamata Banerjee | West Bengal | Hindi News #breakingnews #tmc #mamatabanerjee #westbengal Kalyan Banerjee Resignation: कल्याण बनर्जी ने…,1,#Ze New York News: A big shock to TMC!
hin_724de3bcbddd63a2e330127144a78bf1,"बिजली कंपनी को 45 सौ करोड़ का घाटा, छत्तीसगढ़ के उपभोक्ताओं को लग सकता है झटका @URL",0,"The power company could lose 45 hundred million, shock the user's customers."
hin_dc055285e6d2fe2189be1ccbcc292be1,"Punjab: कांग्रेस को बड़ा झटका… अमृतसर में दो पार्षद आप में शामिल, पार्टी अध्यक्ष अमन अरोड़ा ने करवाया ज्वाइन पंजाब में कांग्रेस पार्टी को बड़ा झटका लगा है। अमृतसर में कांग्रेस के दो पार्षदों ने पार्टी से इस्तीफा देकर आम आदमी पार्टी में शामिल हो गए हैं। Source link",1,"Pujab: A big blow to Congress... two across the Amazoner in your midst, the party president of the feast struck the Congress party with a big shock. In Amharer, two crossmen have retired from Congress and joined the common man party."
hin_21b7d8e7b34f1b597dd60d671fd01034,कोलकाता नाइट राइडर्स की आईपीएल खिताब बचाने की उम्मीदों को 7 मई को बड़ा झटका लगा है। #Playoffs #QualificationScenario #IPL #IPL2025 #IndianPremierLeague,0,The expect of saving the IP label of the Opera Night Reich has been a big shock on May 7th. #offs #QUILPIL #IP2025
