id,text,political,racial/ethnic,religious,gender/sexual,other,text_en
tur_989f890cf868f873682eeba8c739b39c,“Her Ramazan’da oruç tutuyor ama 12 ay boyunca çatır çatır kul hakkı yiyorlardı…”,1,0,1,0,0,"They were fasting in every Ramadan, but for 12 months, they were fasting..."
tur_daef9788e6fd5b8fe4e1d926eb12d03d,İstanbulda iftar çadırı yok top atışı yok çünkü belediye solcularda.,1,0,1,0,0,"There's no iftar tent in Istanbul, there's no ball shot because the city's left-wingers have it."
tur_3d23a38d2a97c5a2c13c350263b2aaa1,"Bizi bu eza'dan kurtarın.. Hasta hakları saygı duyulası bir kurumsal işleyiş olsa keşke.. CİMER ,özetliyorum şikayeti 90 yaşında amcamı taburcu ederken serumu kolunu acıtarak çıkardılar.. Servis;2.5 yıldır yürüttüğümüz COVID Yaşamı kurtulmuş ama serum çekilirken kolu acımış",0,0,0,0,0,"Get us out of this persecution, if there was some institutional transaction that would be respected for the patient's rights, the CIMER, I'm going to release my 90-year-old uncle by hurting his arm, the service, the COVI Life we've been running for two and a half years, but the arm hurt while the serum was being pulled out."
tur_acb8440b18839815e464bcd5d7eb9d9a,"Sahurdan sonra ezanı beklemek, iftarı beklemek gibi oluyor.",0,0,0,0,0,"After Sahur, it's like waiting for the oppressor, waiting for the bell."
tur_402ada546eb39488e988bdda5e3802d1,@USER @USER Aynen vura kıra fark bastığınız puanlarla övünmenizde ayrı bir mevzu :) bu arada bu pankarttaki boyaları çocukların kullandığı boya kutularıyla mı yaptınız ?,1,0,0,0,1,"@USER @USER It's one thing to brag about the scores you've hit so hard. By the way, did you do the paints on this banner with the paint boxes the kids use?"
tur_3bf68ab1cd3c55e7768ac2f6e9edab2b,"Birinci fotoğraf Hacettepe Üniversitesi'nde verilen sahurdan. İkinci fotoğraf ise ""İktidar partili"" gençlere verilen sahurdan... Ne yazık ki bu sistemde; Birinci fotoğraftaki mezun olup iş ararken, ikinci fotoğraftakiler çoktan işlere yerleştirilmiş olacak.",1,0,1,0,0,"The first photo is from the sahur at Hacettepe University, and the second photo is from the sahur that was given to the youth of the ruling party... unfortunately in this system, the graduates and job seekers in the first photo will already be placed in work."
tur_69050d0f22c8b295f3c8c916f748c27a,Katledilen Münevver Karabulut'un babası konuştu,0,0,0,0,0,The murdered Münevver Karabulut's father spoke
tur_97349d103e66c4784ce039ea14651423,@USER Sana göre fikri SEÇİM KAZANMAK ÇANTADA KEKLİK ha 2023 dede yine yeni yeniden alayınıza RTE,0,0,0,0,0,"== sync, corrected by elderman == @elder_man"
tur_3f45d878e16c0ef979f3502767321855,E devlette yazan işe giriş tarihimizin geçerliliğini borçlanarak istiyoruz . #StajyerinTeklifi,0,0,0,0,0,We want to borrow the validity of our entry date in the state. #The intern's Proposal.
tur_c27f95889573b4e0bdda9f7591d9f6e0,Çalışıp emek verdik Bizim de emeğimiz alınterimiz başlangıç sayılsın istiyoruz. Yüzbinlerce meslek lisesi ve çıraklık okullarından mezun olanlar TBMM'DE yasa bekliyor. #StajyerinTeklifi @USER @USER,0,0,0,0,0,"We've worked hard, and we want to start off with our hard work. Hundreds of thousands of vocational schools and apprentice schools are waiting for the law at TBMM. #The intern's Proposal @USER @USER"
tur_bb2de96263185530494382bbdd45eefb,Devletin yağmacı olduğu bir ülkedende adalet beklemek çok gerçekçi değil.,1,0,0,0,0,It's not realistic to expect justice in a country where the government is a marauder.
tur_6cb48e5e4b79d5cf5bb7ea05751383fe,Esenyurt’ta kiralık ev ilanı: “Türk müşteri uygun değil.”,0,1,0,0,0,Advertisement for a rental house in Esenyurt: ▪ Turkish client not suitable.
tur_75413e17073c5d6060ac29ec942e4e41,"Chp Mersin Milletvekili Alpay Antmen; Suriye'de aranması bulunan ve yakalandığında hapse girecek olan Suriyeli şahısın, Türkiye'ye kaçmadan önce kuyumcu bir aileyi öldürüp soyduğunu ve o altınları Türkiye'de bozdurup restoran açtığını, oturma izni ve ev aldığını açıkladı.",0,0,0,0,0,"Chp Mersin MP Alpay Antmen explained that the Syrian person, who was wanted in Syria and who was going to go to prison when he was arrested, had killed and robbed a family of jewelry before escaping to Turkey and had opened and opened a restaurant in Turkey and received a residence permit and a house."
tur_a2c27cd1472dc7b41dfa132b8df63b0b,"Sahte görsellerle devleti zaafiyete düşürmeye çalışan @USER adlı gazeteci kimlikli provokatör, dezenformasyonun sosyal medya aracılığı ile nasıl yapıldığını gösterdi ama bu yanına kar kalmamalı. Arkası, verisi, ötesi, kendisi cezasını almalı. @USER @USER",0,0,0,0,0,"The journalist @USER, who tried to weaken the state with fake images, showed how deformation was done through social media, but he shouldn't get away with it."
tur_88e0a8c88603bc6cc448fa40eaad3ed1,@USER Videonun devamının kesilmesi manidardır. CHP zihniyetini değil mi Azeri kardeşlerimi boraltan köprüsünden Ruslara teslim eden.Ayni zihniyet devam ediyor tek fark hükümette değildirler.Kardesini bunu yapan zihniyet Suriyelileri Katil Bessarin önüne atarlar.Bu arada +,1,1,0,0,0,It makes sense to cut the continuation of @USER Video. Isn't it the CHP mentality that delivers my brothers from the boraltan bridge to the Russians? The same mentality continues. The only difference is that they're not in the government. The mentality that did this to the Syrians who threw their brother in front of the Killer Bessarin.
tur_23993ee9b56911cda7ab95ca8154e0cb,"ilk düğmeyi doğru ilikleyelim, açılan binlerce ana sınıfını öğretmensiz bırakmayalım. ilk etapta #Anasınıfına10BinHak @USER",0,0,0,0,0,"Let's button the first button right, let's not leave the thousands of parenting classes unteachered in the first place."
tur_e35d5a045c2371097fe6da9a033295bc,"ACİL ÇAĞRI... Sağcısından solcusuna, muhafazakarından devrimcisine, dindarın dinsizine dek bütün yurtsever aydınları, yazarları, sanatçıları yasa dışı göçmen sorununa karşı ve göçmenlerin hukuksuz biçimde yurttaş yapılmasına karşı bir bildirge ile harekete geçmeye çağırıyorum.",0,0,0,0,0,"I call on all patriotic intellectuals, writers, artists, artists, against the issue of illegal immigration, and to act with a declaration against the illegal citizenization of immigrants, from the right-winger to the left-winger, from the conservative to the revolutionary, from the religious to the heathen."
tur_998679b0010418c7ae18141ebf92ddb5,Ekrem İmamoğlu’nun milyonluk reklam paraları şu an “Teşekkürler İmamoğlu” tagına gidiyor. Bize troll diyenlerin gözüne sokun bu tweeti!,1,0,0,0,0,Ekrem Imamoglu's million-dollar advertising money is now going to the battle of Imamoglu. Note this tweet to those who call us trolls!
tur_79e4765573c2b49351f16f6d9a166700,"' Kabuğa aldanıp içindeki lezzetten, zahire kanıp batından vazgeçmekten, şekle takılıp manayı reddetmekten sana sığınırız Allahım '",0,0,0,0,0,"'We seek refuge in Thee, O Lord, 'for the delight of thy shell, and for the food of thy soul, and for the loss of thy west, and for the shape of thy image, and for the denial of the meaning.'"
tur_33823a96707921c5ee0e2645b088ef18,"#Alevi canların insan ,hayvan ,doğa sevgisi keşke bulaşıcı olsa, dünya daha yaşanır bir yer olur.",1,0,1,0,0,"#Alevi is the human, the animal, if only the love of nature were contagious, the world would be a better place to live."
tur_c5da623d5d8cb7a4ebbba1b2bc8c77bf,"@USER Sizde böyle cukka varmı troller? Hakkınızı arayın, Arap troller bile sizden fazla götürüyor 😀",1,1,0,0,0,Is there such a thing in you trolls?
tur_7670060721955c56cc1da8a579e13224,"Gezi Davası'nda verilen ceza kararları tümüyle hukuksuzdur. Karar Saray'dan verilmiştir! ""Gezi'den suç çıkmaz, geleceğimiz yargılanamaz"" demeye, mücadeleyi büyütmeye devam edeceğiz. #GeziyiSavunuyoruz",0,0,0,0,0,"Criminal decisions made in the Travel Case are completely illegal. The decision has been made from the Palace. We will continue to say, ""There is no crime, our future cannot be judged,"" and we will continue to expand the fight."
tur_cd6d7d8e8a6d63db848f7fd72eed3100,Tersine Dünya Okulu Tarih 25 Nisan 2022 Kirada oturan 72 yaşındaki Mücella Yapıcı milyonlarca kişinin katıldığı Gezi’yi finanse etmekle suçlandı. Kirada otururken milyonları finanse eden Yapıcı’ya 18 yıl hapis cezası verildi…,0,0,0,0,0,"On the contrary, World School History, April 25, 2022, was accused of financing the Gezi, where millions of 72-year-old Mujalla Makers attended Kira. The builder who financed millions was sentenced to 18 years in prison."
tur_fa4d8288c2cef8da87b32dd1cb30df0f,@USER @USER Sayın desticiye sorarmısınız eti kiloyla almayın diyordu karkas alın diyordu biz emekliler et alamıyoruz karkas alıp emeklilere dağıtsın. Hakkımı helal etmiyorum.,0,0,0,0,0,Let's ask Mr. SUNDER not to take meat by weight. He said we can't buy carkas. We can't buy meat. We can't buy karkas and distribute it to the pensioners. I don't approve of my rights.
tur_7adbc546e9dff7e8958d9047ce7a513e,İngiltere’de yapılan çalışma bütün covid a$ılarının yoğun miktarda grafen oksit içerdiğini ortaya koydu Şaşırdık mı ?!?! ⁦@USER,0,0,0,0,0,The study in England revealed that all of their covid a dollar contains a large amount of graphene oxide.
tur_82cefc3aea2dbdd58d6cfa9ad4b97a80,"@USER Neden hiçbir savcı feto denen dinbaz ile fotoları olan, geçmişi olan devletin tüm imkanlarını önüne serenlerin değil de gazetecilerin, yazarların, gerçek sanatçıların ülkesi için elini taşın altına koyanların peşine düşer. Allah'tan değil kul dan korkar olmuş devletin memuru!",1,0,1,0,0,"@USER Why does no prosecutor go after the fundamentalist called Feto and those who have photos of him, not those who lay out all the resources of the state with a past, but those who put their hands on journalists, writers, real artists for their country?"
tur_ecb8ede3a6af3ea4681924a015d23df9,@USER @USER Bir anda iyi partinin MHP nin bir çok sağ partinin oyunu alır Meclis dışında bırakır CHP ise %20 bandına geriler çok fena kombinler bunlar,0,0,0,0,0,"== sync, corrected by elderman == @elder_man"
tur_eb141640a35be2dfce83068ea4ce8a06,@USER Ekrem imamoğlu açıkladı biz kafamıza göre almıyoruz dedi içişleri bakanlığı ve bi bakanlıktan ismini unuttum bu işçilerin belgelerini istiyoruz ve ona göre çalıştırıyoruz dedi bu durumda içişleri ve diğer bakanlık bunu biliyorsa en başta bunları tutuklamalrı gerekirdi,0,0,0,0,0,"@USER Ekrem imamoglu explained that we don't take it our way. He said he forgot his name from the interior ministry and a ministry. He said that we want the documents of these workers to work according to him. In that case, if internal affairs and other ministries knew about this, they would have to arrest them in the first place."
tur_a72c1a08fed76269c6110d40e5e16f0f,Pandemi; internet alışveriş sitelerinin işine yaradı.Hepsi vurgunu vurdu. Eskiden reklamları bile yoktu ekranlarda !!! Metaverse; her ülkede kurulacak. Bizde de kim kurarsa; köşe olacak !!!,0,0,0,0,0,The pandemic worked for the Internet shopping sites. They all hit the jackpot. They didn't even have ads in the past! Metaverse will be built in every country. Whoever builds it will be a corner!!!!
tur_559dcfe898324bfec7e501aa3cee717a,@USER 43 yaşındayım rahmetli 50000 tl emekli aylığı alıyordu kira 30000 tlydi tesisatçılık yapıyordu öyle geçiniyorduk Allah razı olsun aç değildik ama lüks içindeydik diyen süzme maldır...,0,0,0,0,0,"@USER was 43 years old, he was taking 50000 tl pensions, the rent was 30,000 tl. We were working as plumbers, we were living like that. We weren't hungry, God bless us, but we were in luxury."
tur_d4adb4280f999c8ae4efccf047e15a96,"Biliyor musunuz? 30 yaşındaki Nesrin Gençosman'ın, Ordu Cezaevinde ilaçları verilmediği için hayatını kaybettiği iddiasına @USER 1388 gündür cevap vermedi! @USER",0,0,0,0,0,"Do you know that Nesrin Genyosman, 30 years old, has not responded to the claim that he lost his life because he was not given the drugs in the Army Prison?"
tur_f7dda20a99ba9f1d15f026da41bb0f0e,"Biri otizmli 5 kardeş, anne babalarıyla 68 aydır aynı sofrada oturamıyorlar. Tüm ailenin birarada olduğu zamanlara özlemleri o kadar büyük ki. İstekleriyse masumca; Babalarıyla birlikte elele her çocuk gibi okula gidebilmek. #KHKsızBayramlar @USER",0,0,0,0,0,"Five brothers with autism can't sit at the same table as their parents for 68 months, and their longing for the time when the whole family was together is so innocent; their desire is to be able to go to school with their father like any child."
tur_8c17278cabd0e346f33060e9932346bc,"""Gelişin bayramdır,Giderken de bayram bırakır gidersin."" #RamadanMubarak Rahmet, bereket ve arınma ikliminin ardından kavuştuğumuz Mübarek #RamazanBayramı ‘nızı tebrik eder; birlik beraberlik içinde, sağlıklı ve huzurlu nice bayramlar dilerim.",0,0,0,0,0,"""Your arrival is a holiday, and you leave a holiday."""
tur_468db6dce8e65534b76d1721da7ff0d3,🩸Afganistan’da insanlık suçu işleniyor! Herkes suskun ve üç maymunu oynuyor! Taliban hayranları ne düşünüyor acaba⁉️,1,1,0,0,0,What do the Taliban fans think?
tur_d4812b5f5d77122ecb21cc575ac4e20d,"KHKlı Platformları Birliği'nin 15 günde bir yaptığı Twitter Space (mor oda) etkinliğinin bu haftaki konuğu Saadet Partisi GİK Üyesi Sayın Muammer Bilgiç... KHK'lar, KHKlılar ve Demokrasi mücadelesi konulu etkinlik 21.00'da, bekliyoruz... @USER @USER",0,0,0,0,0,"This week's guest of the Twitter Space (mor room) event, Mr. Muammar Bilç... the event on the fight against KHKs, KHKs and Democracy, is expected at 2100 hours... @USER @USER @USER @USER"
tur_95d8cb25048b5b59b467f6e0f998e369,"Suriyeli isteyen Suriye'ye, Afgan isteyen Afganistan'a gitsin! NOKTA!",1,1,0,0,0,"Syrian to Syria, Afghan to Afghanistan!"
tur_c59c1a944af13968fea3735ded930843,"Suriyeliler konusu ,besbelli o ruh hastasının Türkiye'yi- bir rezaletten -bir kumpasdan-bir kötülükden-bir yıkımdan...sonrakine taşımak için hayatımıza enjekte ettiği zehir dozlarından birisi!O ruh hastası TC Devletinin hukuk düzeni içinde uzaklaştırılmalıdır.",1,1,0,0,0,The issue of the Syrians is clearly one of the doses of poison that this lunatic injected into our lives to carry Turkey from a disgrace -- a plot -- from a plot -- to a destruction to the next. He should be suspended in accordance with the legal order of the psychotic state of TC.
tur_c1156246d1bbffbc77ee50326f0a3958,"Bizim muhalifler bu tarikatlarla savaşan adamı gömmekle meşgul abi ya, karşıdaki güruh her şeyi kuralına yapıyormuş gibi. İçimizdeki savaşı çözersek gelicez bunlara, nagehan abi düşünebiliyor musun ya",1,0,1,0,0,"Our opponents are busy burying the man who fights these cults, like the other crowd is doing everything in their own way."
tur_484e7a599e86e62fd40e1f471bd93ce3,"@USER Biz, laik bir devletiz. Ne hicreti?Burası Türkiye Cumhuriyeti Devleti. Misak-ı Milli sınırlarımız var onları korumalısınız. Arap sevici olmayacağız. Bu vatanı, suçlu, sapık,tacizci ve tecavüzcülere peşkeş çekmeyeceğiz.Herkesin dini kendine. Herkes biliyor artık neyin ne olduğunu.",1,1,1,0,0,"@USER We are a secular state. This is the state of the Republic of Turkey. We have the borders of Misak. You must protect them. We will not be Arab lovers. We will not pursue this country to criminals, perverts, rapists and rapists. Everyone has religion. Everyone knows what it is now."
tur_963db38b509dd802ec5d97930d32b14d,Kimler Burda Canlar 🙏🥰 İzinlere KalıcıÇözüm #Covid19izinleri,0,0,0,0,0,Who Here Is the Souls? The Permanent Solution to Permissions #Covid19ins
tur_8ac1264cefc8977b0bb2ef539ef76654,"15 temmuz destanı diyorlar, bildboardlarda dövülen, kan revan içerisinde bırakılmış masum Türk Askerlerinin resimleri var. Bir tane fetö,yü itibarsızlaştıran foto yok. Neden acaba.?! Birilerine görev tamamdır mesajımı verildi.???!!!!!",1,0,1,0,0,"They say it's a July 15 epic, there's pictures of innocent Turkish soldiers beaten in the billboards, left in blood, and there's no photo that discredits a fetus. Why?"
tur_3e4cb48f3d5a0fc81be62b016e7bb5f3,@USER Sayın @USER bu Nagihan Alçı ve Hilal kaplanıda yargılayacak mısınız yoksa iktidar değişiminden sonra biz mi yargılıyacağız.,1,0,0,0,0,"== sync, corrected by elderman == @elder_man"
tur_e70296c3e645cafa1ffe3f0bf2e43a66,Bizim ülkemizde başarılı insanlar cezasız bırakılmaz #nasuhmahruki,0,0,0,0,0,"In our country, successful people don't go unpunished #nasuhmahruki"
tur_0b16738bcbb765d0ee97d96b5c2e4609,"Ezan bu ülkede hiçbir zaman yasaklanmadı.! Ama İstiklal Marşı, Andımız, İzmir Marşı yasaklandı.! Din tehlikede değil, Vatan tehlikede!",0,0,0,0,0,Ezan has never been banned in this country!
tur_a4d5442a7d00d15dd232af89c5ddf5b7,@USER Benim anlamadığım da o yeni havaalanı yapıldı avrupada yolcu taşıma anlamında 2.oldu ve gayette başarılı ve teknolojik bir yer Atatürk havaalani yerine ise Central Park benzeri bir proje yapılacak cok da güzel olacağa benziyor neden buna karşı geliniyor ?,1,0,0,0,0,"@USER What I don't understand is that the new airport was built in terms of moving passengers to Europe in the second place, and it's very successful and technological, and instead of the Ataturk airport, it looks like it's going to be a great project like Central Park, so why is it being opposed?"
tur_886c4c5fb943f81014d5051424f5bd56,Aynur Aydoğan a sözüm ona destek olmak için kürtçe şarkı söyleyen CHP milletvekiline hatırlatmak isteriz ki: Bu ülkenin resmi dili Türkçedir! ve TBMM'de devlet meydan okuma yeri değildir!,1,1,0,0,0,"To support Aynur Aydoğan, we would like to remind CHP MP who is supposedly singing in Kurdish: The official language of this country is Turkish!"
tur_1a2f34e2bee7b7037b279b52a3b8fe24,@USER Çok teşekkürler Abdullah bey Yeni bir İmar affı ile mağdur ailelere güzel bir haber olur,0,0,0,0,0,"== sync, corrected by elderman == @elder_man"
tur_50e104685f5386314d9f8d16fb9ff02d,"Önce Allah sonra da Türk hükümetinin yardımıyla özel Türk pasaportunu teslim aldık. Bu özel pasaport devlet yöneticileri, belediye başkanları, milletvekilleri ve yatırımcılara verilmektedir. Türk hükümetine teşekkür ederim. Bu pasaportla 165 ülkeye vizesiz seyahat edebilirsiniz.",0,0,0,0,0,"First we received a special Turkish passport with the help of Allah and then the Turkish government. This special passport is given to state executives, mayors, lawmakers and investors. Thank the Turkish government. You can travel to 165 countries without visas."
tur_f696e8f77581480c61a37b5d32ac1980,tek türk ölene kadar türk davası bitmez bu fetih için nice şehitler verdik ama bilin ki tohum yıkanırsa bitki olur toprak kanla yıkanırsa devlet olur #TürkünZaferi,1,1,0,0,0,"We've given many martyrs for this conquest, until the only song is dead, but if the seed is washed, the soil will be washed with blood, it'll be a state."
tur_c6d44b28acce3d679649c095cd8eb459,#SGKdaEylemVar Bizler COVID-19 pandemi sürecinde dünyanın imrenerek baktığı ve sorunsuz sistemi ile herkesin takdir ettiği Sosyal Güvenlik Kurumu’ndaki personelin hakkının teslim edilmesini istiyoruz! @USER @USER,0,0,0,0,0,"== sync, corrected by elderman == @elder_man"
tur_3273103673424551c1223f29e564cbff,Sözü herkes veriyor da iş icraate gelince vazgeçiyor #SeçimeGitmedenEYT,0,0,0,0,0,Everyone gives their word and gives up when it's time to do it.
tur_cf79d4caf9e952faea8e83b8cdce94ce,1 ) Faşist Er*** blöf yapmıyor Bugünkü açıklamasıyla 2023 yılına girerken özgürlük hareketini zayıflatma hatta 4 parçada imha etmeyi esas alarak seçimlere giderken kendince zafer ilan etme ! amacını taşıyor Bugünkü açıklama aslında kendi başına aldığı bir karar değildir.,1,0,0,0,0,"1) Fascist Private*** He is not bluffing today as he enters 2023 with his statement that he intends to undermine the movement of freedom, or to declare victory on his way to the elections on the basis of the destruction of four parts. Today's statement is not really a decision he made on his own."
tur_665a285aa7205f7d3767dd32f863488a,@USER @USER 696 khk 4 D'li işçilerin sesini duyun artık Allah aşkına şu tayin hakkımızı verin bizler nereye kadar eşimizden çocuğumuzdan ayrı şehirlerde yaşamaya devam edeceğiz evlilik bu başka birşey değil ki ömür boyu ailemizden ayrı şehirlerde mi yaşayacağız @USER,0,0,0,0,0,"Let's hear the voice of the workers of 696 khk 4 D, for God's sake, give us this right to choose how far we're going to live in cities apart from our spouses and children. Marriage is nothing more than that. Are we going to live in cities apart from our family for the rest of our lives?"
tur_e42a2f6f0816984941ab135f0dfb630a,@USER Harbi boş herifsin insanları kek gibi bir kalıba sokmaya çalışıyorsun ama yemezler CHP’nin yanlış politikalarını eleştiren herkesi akpli ilan etmeye devam oktroller sandıkta patlayacaksınız,1,0,0,0,0,"@USER You're a real jerk trying to mold people into cupcakes, but they won't eat. You'll be blown up in a crate of arrowtrolls."
tur_43dfc93b4164c4af97163d819e13b2aa,"Demokrasimize vurulan ilk darbe #27Mayıs’ı ve diğer tüm darbeleri kınıyoruz. Merhum Başbakan Adnan Menderes ve arkadaşlarıyla birlikte, 15 Temmuz şehitlerimizi ve darbelerin gadrine uğramış, vefat etmiş insanlarımızı rahmetle anıyoruz. 📎",0,0,0,0,0,"We condemn the first blow to our democracy #27 May and all other coups, along with the late Prime Minister Adnan Menderes and his friends, the martyrs of July 15th and the deceased of the coups."
tur_d68a897bdf5ccc319bbf0ecdb8e8e99c,"AK Parti Genel Başkan Vekili Bi*** Yi***: Varsa yoksa 'Re*** Ta*** Er***'ı indirelim' diyorlar. İndiremezsiniz, gücünüz yetmez. Bu millet, Re*** Ta*** Er***'a ve ekibine bugüne kadar sahip çıktı, bundan sonra da sahip çıkacak.""",1,0,0,0,0,"The AK Party Vice President Bi***** Yi****: If there is one, they say ""Let's take down Re*********** Er**. You can't, you can't.** This nation has taken care of R************************ and it will take over your team."""
tur_45dc191e426b63a5212146f5e82e14f4,"@USER Feministlerin sonraki adımı! Size kadına şiddet diye 6284 ve TCK Düzenlemesi yaptıranlarla sizde cinayetlere ortaksınız! Yarın, süresiz nafaka gibi bu bizim Hakkımız geri alamazsınız derler. Sizde sokak köpeklerinin saldırısı gibi izler durusunuz canileri!",0,0,0,1,0,"The next step of the @USER Feminists is 6284 and you're part of the murders with the people who ordered you to commit violence! Tomorrow, they say we can't take back our rights, like a stray dog!"
tur_5441cc4c789c485afe0c7627789a9a01,"Çok sayıda grup ve topluluğun yaşadığı topraklarda güçlü bir devletin kurulması zordur. Bunun nedeni, bu grup ve toplulukların düşünce ve beklentilerindeki uyuşmazlıktır. Her düşünce ve beklentinin ardında kendi dışındakini reddeden bir asabiyet vardır.",0,0,0,0,0,"It is difficult to establish a strong state in the land of many groups and communities, because it is incompatible with the opinions and expectations of these groups and communities, and behind every thought and expectation there is anger that rejects what is beyond itself."
tur_6e68fde2476c14e9bc949c6b74b9e0e1,"Dün CHP yi hainlikle suçladı.Bugün CHP nin Belediye Başkanı oldu... Yıllarca Terörist PKK dedi, Şimdi PKK lı Selonun özgürlüğüne inşallah dedi. Mansur da ki Vatan Sevgisini özetleyelim; 👇 Önce Makam, Sonra Vatan... MAYASI BOZUKLAR #HaysiyetsizlerTOPluluğu",1,1,0,0,0,"Yesterday, he accused CHP of treason. He became the mayor of CHP today. He said for years the terrorist PKK has said, ""I hope that PKK member Selon will be free."" Mansur said, ""Let's sum up the love of the country first; first the office, then the homeland..."
tur_805bf040877f65bab5fafc843478f10c,"Soy, din, mezhep, bölge vs. ayrımlarını kaşımaksızın siyaset yapamayan ve 'siyaset'ten anladıkları 'şey' her kimliğin davuluna oynamaktan ibaret olan 'siyasetçi'ler; ülkenin içinde bulunduğu durumun baş sorumlularıdır. Her 'şey' oldular; bir 'ayrıcalıksız yurttaş' olamadılar.",1,0,0,0,0,"The 'thing' that they can't do politics without scratching their segregation, religion, region and so forth, and that's what they understand about politics, is that they play the drums of every identity; they're responsible for the situation in the country; they've become everything; they're not a non-discriminal citizen."
tur_ed71e429d2d248ec572639b5b024ad88,@USER Bir hilal uğruna ya rab ne güneşler batıyor. Gölge olana mezar olacağız..,1,1,0,0,0,"For the sake of a crescent, the sun or the sun will set, and we will be a tomb to the shadow."
tur_c18600028172c7491984a44d017f7924,"Arkadaş, lütfen hiçbir suç işlememiş, fakat ciğeri yanan insanların başında, iktidarın saz arkadaşları gibi fito fito diye bağırmayı bırakın... Yav, gerçekten bırakın.",1,0,0,0,0,"Friend, please stop shouting ""fito fito"" like the friends of power, who have committed no crime, but whose lungs are burning..."
tur_4b2503de4e3f068ad2da74ff8ded1f41,Bizimkisi “Abla sus” ile “konuş lubunya” arasında geçip giden bir ömür 📿,0,0,0,0,0,Ours is a lifetime passed between the sister and the talk of Lubunya.
tur_bb5665f19c5b4a80264d4f1f4df206ab,"'Ananı da al git, çapulcular, çürükler, sürtükler…' “Ahlak” her yeri açmaya muktedir altın anahtarlar niteliğinde.Devlet dayatılmış organize bir ahlak ya da nerden baktığınıza bağlı olarak ahlaksızlık anlayışını bizlere zikrediyor. AZMİ KARAVELİ yazdı",1,0,0,1,0,"'Take your mother, the marauders, the bruises, the sluts...' 'The law is the golden keys that are capable of opening up everywhere. The state mentions to us the sense of immorality, depending on the organized morality or where you look at it.'"
tur_33d589fb091f88f6acb5191376fbb7cc,Az önce İstanbul'da simit aldım 10 lira verdim. 1lira verdi. Biraz düşündüm yok dedim ya o kadar da olamaz gözünün içine baktm. Ha 10 vermiştin değil mi deip 5 daha çıkardı çok şükür 😂,0,0,0,0,0,I just bought a bagel in Istanbul. I gave him 10 lira. He gave me 1 lira. I said I didn't think a little bit. I couldn't have looked him in the eye.
tur_9a4ab0ecb1d22603ad5540a489f4c5e1,"Tabi..KOÇ’un memleket hayrına olur endişesiyle bugüne kadar asla yapmayı düşünmediği ,TOGG yatırımı hayata geçince hemen kolları sıvayıp rakip olmak amacıyla bir süredir İzmir ve Kocaeli’nde çok gizli sürdürdüğü elektirikli araç ve batarya üretimine alan açmak için.",0,0,0,0,0,Of course. It's for the good of the country. It's for the sake of building electric vehicles and batteries in Izmir and Kopeli for some time to become rivals when the TOGG investment comes to life.
tur_2e1922a134c87e3bea9151d655391ee5,Aile yapımızı ve namusumuzu çürüten İstanbul Sözleşmesi belasını siz başımıza musallat ettiniz. Zaten Müslüman ahaliyi 6284 numaralı kanunu kaldırmayarak uyutuyordunuz. Bakalım devr-i iktidarınızda karizmanızı çizen savcılara ne yapacaksınız @USER @USER,1,0,1,1,0,You're the one who's been pestering our family structure and our dignity. You've already been putting the Muslim community to sleep by breaking law number 6284. Let's see what you can do to prosecutors who draw your charisma in your power. @USER @USER @USER
tur_a5b5c3355ff8e519ef369b630bd38a77,Masum insanlara zulmedilmesine daha fazla sessiz kalmayın. TutsakAnneleri Bırakın,1,0,0,0,0,Don't be too quiet about the persecution of innocent people.
tur_3f961a8656f30874d82204e2f6bbf7fe,"Erken seçim yapalım, Siz o kardeşinize verin yetkiyi, ondan sonra faiz, dolar, enflasyon gibi sürtüklerle nasıl uğraşılır görün!",1,0,0,0,0,"Let's make an early election, you give your brother the authority, and then you'll see how to deal with sluts like interest, dollars, inflation!"
tur_95e53a940a78dd7c5948914e9e4e9e27,"@USER 👏🇹🇷#RecepTayyipErdogan Van’da hizmet için caba gösteren #VanReisiniAğırlıyor 👏❤️Birileri k…pek açılışı heykeli,diğeri apkın sapkın sanat dans festivali diyen..!",1,0,1,0,0,"== sync, corrected by elderman == @elder_man"
tur_04f157fe2643e73523b021fe6b8f542c,"Bizleri görmezden ,duymazdan gelmeyin lütfen . Meslek lisesi ve çıraklık okulu mezunları olarak yaptığımız staj sigorta başlangıcı olarak kabul edilmiyor borçlanma hakkı istiyoruz #EmekçiBirlikteGüçlü ‼️‼️‼️‼️",0,0,0,0,1,"Don't ignore us, don't ignore us, please. Our internship as graduates of vocational high school and apprentice school is not considered the beginning of insurance. We want the right to be in debt. We want the right to be in debt."
tur_8131fb43a638994bec626f3912254771,"SİHA'ların haşereleri yok etmesine alıştık. Sıra ZİHA'larda dedik 😎🚀 Ordu’nun bahçelerinde, Zirai İnsansız Hava Araçları ile Türkiye’de ilk kez fındıkta ilaçlama yapmaya başlayarak bir yeniliğe daha imza attık. #BelediyecilikteOrduModeli",1,1,0,0,0,"We're used to the SIHAs destroying pests. We said the ZIHAs were next in the gardens of the army. We signed a new one, starting to spray nuts in Turkey for the first time."
